JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,005,,A1
JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,006,,A1
JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,010,,A4
JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,003,,A2
JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,005,,A1
JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,007,,A4
